numChance,lengthChance,actionChance,minNum,maxNum,minLength,maxLength,level1.txt-Score,level1.txt-TickS,level1E.txt-Score,level1E.txt-TickS,level3.txt-Score,level3.txt-TickS,level4.txt-Score,level4.txt-TickS,level5.txt-Score,level5.txt-TickS,level6.txt-Score,level6.txt-TickS
0.2737349299573686,0.10565518141261432,0.39517223857163386,8,10,13,14,0.0,10000.0,0.0,10000.0,0.0,10000.0,0.5,10000.0,0.0,10000.0,0.25,10000.0
